Id1,Frequency1,Kanji1,Type1,Meaning1,Meaning2,Meaning3,Bushu1,Bushu2,Bushu3,Bushu4,Radical1,Radical2,Radical3,Radical4,Onyomi_Reading1,Onyomi_Reading2,Kunyomi_Reading1,Kunyomi_Reading2,Mnemonic,Notes
1528,523,"接",Kanji,graft,,,"⺘","立","女",,"left hand","stand up",woman,,SETSU,,tsu.gu,,"Graft.m fresh skin on your hand.r and stand.r up.r as a new woman.r! Grafting sets.o you.o up for a different struggle.k.",
1529,267,"演",Kanji,performance,,,"⺡","宙","一","八","water splash",space,one,eight,EN,,,,"The performance.m in the water.r was a space.r simulation to pick one.r of eight.r astronauts to en.oter the program.",
1530,1589,"泥",Kanji,mud,,,"⺡","尼",,,"water splash",nun,,,DEI,,doro,,"The muddy.m waters.r splashed.r on the nun.r. On this day.o, Doro.kthy was covered in mud.",
1531,1398,"尋",Kanji,interrogate,,,"ヨ","工","口","寸",bristles,industry,mouth,inch,JIN,,tazu.neru,,"Interrogated.m, bristles.r shoved in his mouth.r, the industrial.r spy didn't give up an inch.r. The interrogator shined.o a flashlight and tasered.k him.",
1532,361,"算",Kanji,calculate,,,"竹","目","廾",,bamboo,eye,"letter H",,SAN,,soro,,"Calculate.m all the bamboo.r-thin chicks the eye.r can see in H.rawaii. No sane.o calculation of all the soro.krity girls.",
1533,1632,"鼻",Kanji,nose,,,"自","田","廾",,oneself,field,"letter H",,BI,,hana,,"With my nose.m, by myself.r, I smell the fields'.r H.rorrible smell. Bi.ocyclist Hanah.k has a big nose.",
1534,1760,"臭",Kanji,stench,,,"自","大",,,oneself,big,,,SHUU,,kusa.i,,"The stench.m from myself.r is big.r. My shoe's.o stench is cuss.k-worthy.",
1535,1665,"畳",Kanji,"tatami mat",,,"田","冖","且",,field,hat,furthermore,,,,,,"Tatami.m mats.r laid as a flat field.rl ike hats.r. Furthermore.r, Joe.o lays the tatami.k mats.",
1536,885,"喪",Kanji,mourn,,,"十","口","口","衣",ten,mouth,mouth,clothes,SOU,,mo,,"Mourn.m for ten.r days, cry with two mouths.r, and rend thy clothes.r. So.o many to m.kourn.",
1537,460,"極",Kanji,thorough,,,"木","丂","口","又",tree,obstruct,mouth,again,KYOKU,GOKU,kiwa.maru,kiwa.meru,"The thorough.m tree.r obstructed.r the mouth.r of the river again.r. The kisok.o could't get kiwi.k shippments.",
1538,1478,"滝",Kanji,waterfall,,,"⺡","竜",,,"water splash",dragon,,,,,taki,,"The waterfall.m splashes.r water.r as the dragon.r bathes in it. Take.k a selfie in the waterfall.",
1539,1624,"奉",Kanji,observance,,,"𡗗","二",|,,triplets,two,bar,,HOU,BU,,,"The observant.m triplets.r beat themselves with two.r bars.r. Holy.o observance says boo.o to sin.",
1540,1455,"棒",Kanji,stick,,,"木","奉",,,tree,observance,,,BOU,,,,"The stick.m made of tree.r wood is for ritualistic observance.r. Beat with stick or bow.o.",
1541,305,"職",Kanji,job,,,"耳","音","戈",,ear,sound,spear,,SHOKU,,,,"The job.m requires an ear.r for the sound.r of flying spears.r. A shock.o trooper is a tough job.",
1542,496,"識",Kanji,discern,,,"言","音","戈",,talk,sound,spear,,SHIKI,,shi.ru,shiru.su,"Discern.m the difference between talk.r of the sound.r of flying spears.r. She.o kills.o if you don't discern properly.",
1543,1322,"倫",Kanji,ethics,,,"⺅","侖",,,"standing man",cognition,,,RIN,,,,"The ethics.m of the standing.r man.r involves deep cognition.r. Rinse.o and reapeat with your own ethics.",
1544,371,"輸",Kanji,transport,,,"軌","𠆢","前",,wheel,roof,before,,YU,,,,"Transport.m by car.r and store it before.r you.o get caught transporting it.",
1545,693,"輪",Kanji,ring,,,"軌","侖",,,wheel,cognition,,,RIN,,wa,,"Rings.m are confused with car.r tires with demented cognition.r. Rinse.o your ring in wa.kter.",
1546,1480,"軌",Kanji,wheel,,,"車","九",,,car,nine,,,KI,,,,"The wheels.m of the car.r spun nine.r times. The wheels keep.o spinning.",
1547,356,"備",Kanji,equip,,,"⺅","⺾","厂","用","standing man",plant,cliff,utilize,BI,,sona.eru,,"Equip.m the standing.r man.r to clear the plants.r on the cliff.r so we can utilize.r it for bi.onoculars and sonar.k equipment.",
1548,420,"落",Kanji,fall,,,"⺾","⺡",,,plant,"water splash",Kyoto,,RAKU,,o.chiru,o.tosu,"Fall.m and crush the plants.r in Kyoto.r. The rack.o fell.",
1549,702,"薬",Kanji,medicine,,,"⺾","楽",,,plant,fun,,,YAKU,,kusuri,,"Medicinal.m plants.r are fun.r. Smoking this medicine will make you yalk.o and curse.k.",
1550,1839,"蓮",Kanji,lotus,,,"⺾",,"連",,plant,,union,,REN,,hasu,,"The lotus.m plant.r is in union.r with nature. Ren.oaissance houses.k had lotuses.",
1551,1127,"索",Kanji,cable,,,"十","冖","糸",,ten,hat,thread,,SAKU,,,,"The cable.m ten.r yards long. My hat.r caught it its threads.r. Pull my sack.o with your cable.",
1552,408,"監",Kanji,official,,,"臣","𠂉","一","皿",subject,gun,one,plate,KAN,,,,"The official's.m subjects.r have a gun.r and one.r plate.r of armor. Genghis Khan.o slays the officials.",
1553,1510,"覧",Kanji,watch,,,"臣","𠂉","一","見",subject,gun,one,see,RAN,,,,"Watch.m the subject.r wielding a gun.r. One.r should watch and see.r. Genghis Khan.o is watching you.",
1554,1068,"勧",Kanji,recommend,,,"𠂉一隹","力",,,impact,power,,,KAN,,susu.meru,,"Recommendations.m have impact.r and power.r. You can.o recommend or a#ssume.k things.",
1555,476,"観",Kanji,look,,,"𠂉一隹","見",,,impact,see,,,KAN,,,,"Look.m at your impact.r and see.r what it can.o do.",
1556,1369,"鶴",Kanji,crane,,,"隺","鳥",,,swan,bird,,,KAKU,,tsuru,,"Swans.m and cranes.r are birds.r. A pea#cock.o, though, is better than a swan in a storm.k.",
1557,2052,"孔",Kanji,cavity,,,"子","⺃",,,child,hook,,,KOU,,ana,,"Cavities.m occur in children.r because they're hooked.r on candy. Cou.orageous and anal.k kids prevent cavities.",
1558,1289,"乳",Kanji,milk,,,"爪","子","⺃",,claw,child,hook,,NYUU,,chichi,,"Milk.m nourishes the claws.r of child.r monsters. New.o York milk is for child.k monsters.",
1559,776,"浮",Kanji,float,,,"⺡","爪","子",,"water splash",claw,child,,FU,,u.ku,u.kareru,"Floating.m in the water.r, the claw.r of the child.r latched on. F.o U.!.o I said as he floated with a ukulele.k.",
1560,484,"深",Kanji,deep,,,"⺡","冖","儿","木","water splash",hat,legs,tree,SHIN,,fuka.i,fuka.maru,"The deep.m waters.r swallowed my hat.r and legs.r like tree.r roots. Shine.o a light in the depths of the fuckery.k.",
1561,736,"陸",Kanji,land,,,"⻖","坴",,,town,dirt,,,RIKU,,oka,,"The land.m of the town.r is mostly dirt.r. Rick.o ocasionally.k went to this land.",
1562,700,"熱",Kanji,heat,,,"坴","丸","⺣",,dirt,round,"bottom fire",,NETSU,,atsu.i,,"The heat.m scorches the dirt.r into a round.r crater on fire.r. I threw the nest.o at.k Sue.k in a heated argument.",
1563,800,"執",Kanji,"attend to",,,"幸","丸",,,happiness,round,,,JUTSU,,to.ru,,"Attend.m to.m .m happiness.r and be well rounded.r. The gist.o is to attend to health.",
1564,610,"競",Kanji,compete,,,"立","兄","立","兄","stand up","older brother","stand up","older brother",KYOU,,kiso.u,se.ru,"Compete.m and stand.r up.r to your older.r brother.r, twice. In Kyoto.o we compete and kiss.k afterwards.",
1565,,"酋",Kanji,chieftain,,,"丷","酉",,,horny,booze,,,,,,,"The chieftain.m becomes horny.r when he drinks booze.r.",
1566,1799,"猶",Kanji,postpone,,,"⺨","酋",,,animal,chieftain,,,YUU,,nao,,"Postponed.m by your animal.r-worshipping chieftain.r. You.o in particular, are postponed now.k.",
1567,1181,"尊",Kanji,valuable,,,"丷","酋",,,horny,chieftain,,,SON,,touto.i,,"A valuable.m gift from our chieftain.r an inch.r wide. My son.o has a valuable tribal tattoo.k. ",
1568,801,"層",Kanji,stratum,,,"尸","曽",,,corpse,never,,,SOU,,,,"The social stratum.m of the corpse.r was never.r discovered. So.o many stratums in society.",
1569,1114,"倉",Kanji,warehouse,,,"合","尸","日",,suitable,corpse,sun,,SOU,,kura,,"The warehouse.m is suitable.r for sheltering corpes.r from the sun.r. So.o many warehouses to curate.k the dead.",
1570,640,"愛",Kanji,affection,,,"受","心",,,get,heart,,,AI,,ito.shii,,"Affection.m is gotten.r from the heart.r. No affection for A.I.o for it's an it.k n#o.kt a she.k.",
1571,1625,"憂",Kanji,grieve,,,"百","冖","心","攵",hundred,hat,heart,chair,YUU,,ure.eru,ure.i,"Grieve.m with a hundred.r lids.r on your heart.r You're in a wheel#chair.r. You.o, in particular, will grieve as you uri.knate on yourself.",
1572,334,"優",Kanji,kind,,,"⺅",,,"憂","standing man",,,grieve,YUU,,yasa.shii,sugu.reru,"The kind.m standing.r man.r grieves.r. You.o in particular, are a kind sugar.k daddy, yes.k?",
1573,734,"興",Kanji,interest,,,"臼","同","一","八",mortar,same,one,eight,KYOU,KOU,oko.su,oko.ru,"Interestingly.m, mortar.r isn't the same.r as cement: one-eighth.r the gravel. Kyoto.o, interestingly, occasionally.k uses it. ",
1574,412,"審",Kanji,trial,,,"宀","番",,,crown,turn,,,SHIN,,,,"In the trial.m, the judge wore a crown.r during his turn.r. A trial is a shining.o example of justice.",
1575,1872,"泡",Kanji,bubble,,,"⺡","包",,,"water splash",envelop,,,HOU,,awa,,"Bubbles.m in water.r envelope.r her. The hoe.o blows bubbles away.k.",
1576,,"荅",Radical,weight,,,"⺾","合",,,plant,suitable,,,TOU,,,,"The weight.m of the plants.r is suitable.r and totally.o okay.","This is a radical. It never appears by itself, only as a part of other characters. "
1577,1472,"搭",Kanji,load,,,"⺘","荅",,,"left hand",weight,,,TOU,,,,"Load.m it by hand.r regardless of weight.r. We'll totally.o load everything.",
1578,1708,"塔",Kanji,pagoda,,,"土","荅",,,ground,weight,,,TOU,,,,"The pagoda.m sank into ground.r due to its weight.r. The pagoda got totalled.o.",
1579,,"𢦏",Radical,pierce,,,"土","戈",,,ground,spear,,,SAI,,,,"Pierce.m the ground.r with a spear.r.",
1580,297,"裁",Kanji,judge,,,"𢦏","衣",,,pierce,clothes,,,SAI,,ta.tsu,,"I wasn't judged.m for piercing.r his clothes.r with a bullet. The judge sigh.oed as I tasted.k freedom.",
1581,1496,"栽",Kanji,agriculture,,,"𢦏","木",,,pierce,tree,,,SAI,,,,"Argriculture.m pierces.r the soil to plant trees.r. Agriculture has a nurturing side.o to it.",
1582,1074,"快",Kanji,pleasant,,,"⺖","ユ","人",,"left heart",yuan,person,,KAI,,kokoroyo.i,,"A pleasant.m heart.r is worth many yuan.r to a person.r. Kyle.o is a pleasant cockroach.k.",
1583,1254,"励",Kanji,encourage,,,"厂","万","力",,cliff,"ten thousand",power,,REI,,hage.mu,hage.masu,"Encourage.m him off a cliff.r with ten.r thousand.r powerful.r lies. Encourage Ray.o and haggle.k with him.",
1584,769,"喜",Kanji,rejoice,,,"吉","豆","口",,luck,bean,mouth,,KI,,yoroko.bu,yoroko.basu,"Rejoice.m for luck.r put yummy beans.r in your mouth.r! Keep.o rejoicing your.k kabab.k sandwich.",
1585,1682,"憾",Kanji,regret,,,"⺖","感",,,"left heart",emotion,,,KAN,,ura.mu,,"The regret.m in my heart.r is pure emotion.r. I can.o regret ur.k mom.k lolz.",
1586,1103,"威",Kanji,menace,,,"戊","一","女",,impale,one,woman,,I,,,,"The menace.m impaled.r one.r woman.r. I.o, and.o only.o I.o, stopped the menace.",
1587,354,"導",Kanji,guide,,,"道","寸",,,road,inch,,,DOU,,michibi.ku,,"Guide.m through the road.r inch.r for inch. Guide me to the dough.onuts in Michigan.k.",
1588,1078,"敬",Kanji,respect,,,"⺾","句","攵",,plant,complaint,chair,,KEI,,uyama.u,,"Respect.m is planted.r by not complaining.r and staying in your chair.r. Respect or no cake.o in ur.k mouth.k.",
1589,366,"警",Kanji,warn,,,"敬","言",,,respect,talk,,,KEI,,imashi.meru,,"Warn.m him respectfully.r and talk.r to him. Warn him cake.o is fattening.",
1590,1141,"驚",Kanji,surprise,,,"敬","馬",,,respect,horse,,,KYOU,,odoro.ku,odoro.kasu,"A surprising.m amount or respect.r is given to horses.r. Kyoto.o surprised me with its horse odor.k.",
1591,1572,"疎",Kanji,sparse,,,"疋","束",,,hiker,bundle,,,SO,,maba.ra,,"Through the sparse.m wilderness, the hiker.r carried his bundle.r. So.o sparse that maybe.k nothing lived there.",
1592,1186,"窓",Kanji,window,,,"穴","厶","心",,hole,private,heart,,SOU,,mado,,"A window.m is a hole.r to my private.r heart.r. So.o mad.k that I broke the window.k.",
1593,,"翟",Radical,groom,,,,"隹",,,feather,turkey,,,,,,,"Groom.m the feathers.r of a turkey.r.",
1594,940,"曜",Kanji,weekday,,,"日","翟",,,day,groom,,,YOU,,,,"A weekday.m is a day.r to groom.r. You,.o and.o only.o you.o, don't do so on weekdays.",
1595,900,"躍",Kanji,leap,,,"足","翟",,,foot,groom,,,YAKU,,odo.ru,,"Leap.m with your feet.r and groom.r for ballet! We yalk.o about your odor.k from leaping and sweating.",
1596,761,"測",Kanji,measure,,,"⺡","則",,,"water splash",rule,,,SOKU,,haka.ru,,"Measure.m the water.r quality according to the rules.r. It's so.o cool.o we can measure it without hackers.k.",
1597,799,"救",Kanji,rescue,,,"求","攵",,,request,chair,,,KYUU,,suku.u,,"Rescuing.m him was his request.r yet he ended up in a chair.r. Rescue the cute.o student from school.k.",
1598,1557,"鬼",Kanji,demon,,,"丶 ","田","儿","厶",bloody,field,legs,private,KI,,oni,,"The demon.m slashes.r in the fields.r at our legs.r and private.r parts. The onyx.o demon keeps.o us at bay.",
1599,1717,"灰",Kanji,ash,,,"厂","火",,,cliff,fire,,,KAI,,hai,,"The ash.m from the cliff.r fire.r where blown like a kite.o, high.k into the sky.",
1600,1307,"炭",Kanji,coal,,,"山","灰",,,mountain,ash,,,TAN,,sumi,,"The coal.m from the mountains.r burned to ash.r. I got a tan.o watching coals burn in summer.k.",
1601,556,"岸",Kanji,shore,,,"山","厂","干",,mountain,cliff,dry,,GAN,,kishi,,"A shore.m at the base of mountainous.r cliffs.r. The gang.o ate quiches.k on the shore.",
1602,1748,"魂",Kanji,soul,,,"云","鬼",,,it-is-said,demon,,,KON,,tamashii,,"Your soul.m, it.r is.r said.r the demon.r wants. It cons.o you to.k mash.k your soul.",
1603,1206,"魅",Kanji,charm,,,"鬼","未",,,demon,"not yet",,,MI,,,,"That charming.m demon.r is not.r yet.r ready for me.o in particular.",
1604,1843,"汁",Kanji,juice,,,"⺡","十",,,"water splash",ten,,,JUU,,shiru,,"The juice.m needs water.r and ten.r flavors. The Jew.oish juice recipe is shear.k intuition.",
1605,2312,"叶",Kanji,grant,,,"口","十",,,mouth,ten,,,,,kana.u,kana.eru,"She granted.m my mouth's.r ten.r wishes for ten canoes.k.","Mostly used in names."
1606,1674,"吐",Kanji,vomit,,,"口","土",,,mouth,ground,,,TO,,ha.ku,,"Vomit.m from thy mouth.r unto the ground.r. To.o vomit is to hack.k thy guts out.",
1607,1614,"辻",Kanji,intersection,,,"十","⻌",,,ten,motion,,,,,tsuji,,"At the intersection.m, ten.r vehicles motioned.r through. I tsuggest.k you don't block the intersection.",
1608,1888,"迅",Kanji,swift,,,"乙","辻",,,smart,intersection,,,JIN,,,,"Swift.m and smart.r, he drove through the intersection.r. Gin.o and swift driving don't go together.",
1609,2478,"乞",Kanji,beg,,,"𠂉","乙",,,gun,smart,,,,,ko.u,,"Beg.m me not to gun.r you down a second.r time. Give me your coat.k!",
1610,1401,"枝",Kanji,twig,,,"木","支",,,tree,support,,,SHI,,eda,,"Twigs.m attach to a tree.r for support.r. She.o in particular, smacked Edward.k with a twig.",
1611,1428,"岐",Kanji,branch,,,"山","支",,,mountain,support,,,KI,GI,,,"The branches.m of the mountain.r provided support.r. The G.I..o grab a branch to keep.o alive.",
1612,1891,"朽",Kanji,decay,,,"木","丂",,,tree,obstruct,,,KYUU,,ku.chiru,,"The decaying.m tree.r obstructed.r our view. Decay is neither cute.o nor coochie.k coo.k.",
1613,1537,"巧",Kanji,adroit,,,"工","丂",,,industry,obstruct,,,KOU,,taku.mu,,"Adroit.m industry.r was obstructed.r by communists. Cou.orageous production will take.k more.k than just adroitness.",
1614,,"爰",Radical,monster,,,"爪","一","友",,claw,one,friend,,EN,,,,"The monster.m clawed.r at his one.r friend.r for en.ojoyment.",
1615,1735,"媛",Kanji,"beauty queen",,,"女","爰",,,woman,monster,,,EN,,,,"The beauty.m queen.m is a woman.r who isn't a monster.r. Beauty queens en.ojoy beauty.",
1616,312,"援",Kanji,save,,,"⺘","爰",,,"left hand",monster,,,EN,,,,"Save.m him. Grab his hand.r and save him from the monster.r en.ojoying his flesh.",
1617,535,"授",Kanji,instruct,,,"⺘","受",,,"left hand",get,,,JU,,sazu.keru,sazu.karu,"Instruct.m with the hand.r and get.r fees. Just.o instruct with sass.k.",
1618,1791,"枢",Kanji,hinge,,,"木","区",,,tree,district,,,SUU,,,,"The hinges.m are made of tree.r wood in this district.r. Sue.o makes hinges.",
1619,421,"欧",Kanji,Europe,,,"区","欠",,,district,lack,,,OU,,,,"European.m districts.r lack.r nothing. Even ow.ols love Europe.",
1620,1372,"昌",Kanji,prosperity,,,"日","日",,,sun,sun,,,SHOU,,,,"Prosperity.m in a sunny.r day under the sun.r. Show.o me the prosperity!",
1621,1317,"冒",Kanji,risk,,,"日","目",,,sun,eye,,,BOU,,oka.su,,"It's risky.m to get sun.r in the eye.r. I risk to bow.o to it ocasionally.k.",
1622,1123,"唱",Kanji,recite,,,"口","昌",,,mouth,prosperity,,,SHOW,,tona.eru,,"Recite.m lines by mouth.r about the prosperous.r economy on the show.o tonight.k.",
1623,1613,"晶",Kanji,crystal,,,"日","昌",,,sun,prosperity,,,SHOU,,,,"The crystal.m shined under the sun.r as a sign of prosperity.r. Show.o me the crystal!",
1624,2438,"轟",Kanji,roar,,,"車","車","車",,car,car,car,,GOU,,todoro.ku,todoro.ki,"The roar.m of the three cars.r racing, going.o at 200mph roared like a total.k rock.k concert.",
1625,,"辟",Radical,punish,,,"尸","口","辛",,corpse,mouth,spicy,,,,,,"Punish.m him and make him a corpse.r for opening his mouth.r. Make him eat spice.r as punishment.",
1626,756,"避",Kanji,wall,,,"辟","⻌",,,punish,motion,,,HEKI,,kabe,,"The wall.m, as punishment.r, extends to the ground.r.  What the heck.o is this cable.k doing on the wall?",
1627,1037,"壁",Kanji,avoid,,,"辟","土",,,punish,ground,,,HI,,sa.keru,,"To avoid.m punishment.r, don't motion.r in church. He.o in particular, avoided sacred.k duties.",
9000,,"ユ",Proto-radical,"katakana YU",,,,,,,,,,,,,,,,
9001,,"ハ",Proto-radical,"katakana HA",,,,,,,,,,,,,,,,
9002,,"カ",Proto-radical,"katakana KA",,,,,,,,,,,,,,,,
9003,,"ノ",Proto-radical,"katakana NO",,,,,,,,,,,,,,,,
9004,,"乂",Proto-radical,"katakana ME",,,,,,,,,,,,,,,,
9005,,"フ",Proto-radical,"katakana FU",,,,,,,,,,,,,,,,
9006,,"マ",Proto-radical,"katakana MA",,,,,,,,,,,,,,,,
9007,,"ナ",Proto-radical,"katakana NA",,,,,,,,,,,,,,,,
9008,,"ト",Proto-radical,"katakana TO",,,,,,,,,,,,,,,,
9009,,"ヌ",Proto-radical,"katakana NU",,,,,,,,,,,,,,,,
9010,,"タ",Proto-radical,"katakana TA",,,,,,,,,,,,,,,,
9011,,"セ",Proto-radical,"katakana SE",,,,,,,,,,,,,,,,
9012,,"レ",Proto-radical,"katakana RE",,,,,,,,,,,,,,,,
9013,,"ム",Proto-radical,"katakana MU",,,,,,,,,,,,,,,,
9014,,"コ",Proto-radical,"katakana KO",,,,,,,,,,,,,,,,
9015,,"ク",Proto-radical,"katakana KU",,,,,,,,,,,,,,,,
9016,,"ケ",Proto-radical,"katakana KE",,,,,,,,,,,,,,,,
9017,,"ヨ",Proto-radical,"katakana YO",,,,,,,,,,,,,,,,
9018,,"ホ",Proto-radical,"katakana HO",,,,,,,,,,,,,,,,
9019,,"リ",Proto-radical,"katakana RI",,,,,,,,,,,,,,,,
9020,,"ロ",Proto-radical,"katakana RO",,,,,,,,,,,,,,,,
9021,,"ヒ",Proto-radical,"katakana HI",,,,,,,,,,,,,,,,
9022,,"オ",Proto-radical,"katakana O",,,,,,,,,,,,,,,,
9023,,"ネ",Proto-radical,"katakana NE",,,,,,,,,,,,,,,,
9024,,"ニ",Proto-radical,"katakana NI",,,,,,,,,,,,,,,,
